id,name,street,street2,zipcode,city,state,county,country,latitude,longitude,type,description,url,phone,email,archived,status,activityCnt,activityName,role,contactNames,contactEmails,sectionCnt,courses,unitCnt,unitNames,externalId,portal_name,programs
a01f4bff-f730-4b8c-74bc-3690089ed14b,Elkhart Community Schools,2720 California Rd,,46514-1220,Elkhart,IN,Elkhart,US,41.701744,-86.012164,education: k-12,,http://www.elkhart.k12.in.us/,(574) 262-5516,,False,approved,1,['Career Coaching Grant - IUSB'],"{""Co-educate students"",""Manage the event or activity"",""Provide access to target populations"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""}",[''],[''],0,,1,['Career Services'],2305,South Bend,Career Coaching
151ccc49-450b-44a6-79c3-c7a5d947afa1,Elkhart Community Schools: Elkhart High School,2608 California Rd,,46514,Elkhart,IN,Elkhart,US,41.69529,-86.01316,education: k-12,,https://ehs.elkhart.k12.in.us/,574.262.5600,,False,approved,1,['Career Coaching Grant - IUSB'],"{""Co-educate students"",""Manage the event or activity"",""Provide access to target populations"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""}",[''],[''],0,,1,['Career Services'],1754,South Bend,Career Coaching
15906707-3c6b-49fe-4fee-59445caecfe4,Excel Center - Clarksville,1329 Applegate Lane,,46203,Clarksville,IN,Clark,US,38.313076,-85.761995,education: k-12,,https://excelcenter.org/campus/clarksville/,(812) 283-7908,,False,approved,1,['Career Coaching Grant - IUSB'],"{""Co-educate students"",""Manage the event or activity"",""Provide access to target populations"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""}",[''],[''],0,,1,['Career Services'],2006,South Bend,Career Coaching
7d1f881a-fd58-453d-6d5e-4fe9c0416374,Excel Center- Elkhart,2626 Prairie Street,,46517,Elkhart,IN,Elkhart County,US,41.66126,-85.964785,education: k-12,,,,,False,approved,1,['Career Coaching Grant - IUSB'],"{""Co-educate students"",""Manage the event or activity"",""Promote event to target populations"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""}",[''],[''],0,,1,['Career Services'],,South Bend,Career Coaching
84e411c6-fd4f-4b02-68e5-72f9d4758b9e,Penn-Harris-Madison School Corp,55900 Bittersweet Rd,,46545-7717,Mishawaka,IN,St Joseph,US,41.684987,-86.108435,education: k-12,,http://www.phmschools.org/,(574) 259-7941,,False,approved,1,['Career Coaching Grant - IUSB'],"{""Co-educate students"",""Manage the event or activity"",""Provide access to target populations"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""}",[''],[''],0,,1,['Career Services'],7175,South Bend,Career Coaching
cababa0a-d15c-4e23-4929-1561f5c9c1a1,Penn-Harris-Madison School Corp: Penn High School,56100 Bittersweet Rd,,46545,Mishawaka,IN,St Joseph,US,41.680821,-86.105603,education: k-12,,http://penn.phmschools.org/,(574) 259-7961,,False,approved,1,['Career Coaching Grant - IUSB'],"{""Co-educate students"",""Manage the event or activity"",""Provide access to target populations"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""}",[''],[''],0,,1,['Career Services'],7353,South Bend,Career Coaching
f5eeb206-9789-4167-4f97-a7f82f84e373,Purdue Polytechnic High School South Bend,635 S Lafayette Blvd,,46601,South Bend,IN,St Joseph,US,41.667814,-86.254808,education: k-12,,,,,False,approved,1,['Career Coaching Grant - IUSB'],"{""Co-educate students"",""Manage the event or activity"",""Provide access to target populations"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""}",[''],[''],0,,1,['Career Services'],9963,South Bend,Career Coaching
8e96fcb5-40a6-4a1c-6232-97f79b14b036,School City of Mishawaka,1402 S Main St,,46544-5297,Mishawaka,IN,St Joseph,US,41.650077,-86.178772,education: k-12,,http://www.mishawaka.k12.in.us/,(574) 254-4500,,False,approved,1,['Career Coaching Grant - IUSB'],"{""Co-educate students"",""Manage the event or activity"",""Provide access to target populations"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""}",[''],[''],0,,1,['Career Services'],7200,South Bend,Career Coaching
d838e8af-381a-4645-47ae-fc6ba69ebc6f,South Bend Community School Corp,215 Dr Martin Luther King Jr B,,46601-0000,South Bend,IN,St Joseph,US,41.674464,-86.24916,education: k-12,,http://www.sbcsc.k12.in.us/,(574) 393-6000,,False,approved,1,['Career Coaching Grant - IUSB'],"{""Co-educate students"",""Manage the event or activity"",""Provide access to target populations"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""}",[''],[''],0,,1,['Career Services'],7205,South Bend,Career Coaching
ab679d1c-9628-46af-7e3e-9addcafe0888,South Bend Community School Corp: Adams High School,808 S Twyckenham Dr,,46615,South Bend,IN,St Joseph,US,41.66717,-86.221118,education: k-12,,http://www.sbcsc.k12.in.us/adams,(574) 393-5300,,False,approved,1,['Career Coaching Grant - IUSB'],"{""Co-educate students"",""Manage the event or activity"",""Provide access to target populations"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""}",[''],[''],0,,1,['Career Services'],7505,South Bend,Career Coaching
