id,name,street,street2,zipcode,city,state,county,country,latitude,longitude,type,description,url,phone,email,archived,status,activityCnt,activityName,role,contactNames,contactEmails,sectionCnt,courses,unitCnt,unitNames,externalId,portal_name,programs
555c970f-7053-4146-6102-569cd69836ef,Archdiocese of Indianapolis: Seton Catholic High School,233 S 5th St,,47374,Richmond,IN,Wayne,US,39.82501,-84.89538,education: k-12,,http://setonschools.org/,(765) 965-6956,,False,approved,1,['Indiana College Core Certificate (ICC) program'],"{""Set goals"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to data"",""Supervise the activity"",""Supervise students""}",[' '],[''],0,,1,['Admissions'],D842,East,Indiana College Core
09e7b828-ef45-4fbc-7307-6e8bc1438bc3,Blue River Valley Schools: Blue River Valley Jr-Sr High Sch,4741 N Viking Trail,,47362,New Castle,IN,Henry,US,40.001945,-85.328943,education: k-12,,http://www.brv.k12.in.us/jr-sr-high/jr-sr-high-school,(765) 836-4811,,False,approved,1,['Indiana College Core Certificate (ICC) program'],"{""Set goals"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to data"",""Supervise the activity"",""Supervise students""}",[' '],[''],0,,1,['Admissions'],2801,East,Indiana College Core
a69f5f2d-3aaf-4c3a-7ac7-b809a030bd07,Eastern Hancock Co Com Sch Corp: Eastern Hancock High School,10320 E 250 N,,46117,Charlottesville,IN,Hancock,US,39.823975,-85.610871,education: k-12,,http://hs.easternhancock.org/,(317) 936-5595,,False,approved,1,['Indiana College Core Certificate (ICC) program'],"{""Set goals"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Supervise the activity"",""Supervise students""}",[' '],[''],0,,1,['Admissions'],2585,East,Indiana College Core
0afe6084-71c9-42bb-6608-51b419adbf55,Monroe Central School Corp: Monroe Central Jr-Sr High School,1878 N CR 1000 W,,47368,Parker City,IN,Randolph,US,40.19,-85.21,education: k-12,,http://www.monroecentral.org/highschool,(765) 468-7545,,False,approved,1,['Indiana College Core Certificate (ICC) program'],"{""Set goals"",""Manage the event or activity"",""Provide access to data"",""Provide access to target populations"",""Supervise the activity"",""Supervise students""}",[' '],[''],0,,1,['Admissions'],7151,East,Indiana College Core
9538d57e-c488-49e8-5229-e9b146bf371a,Randolph Eastern School Corp: Union City Community Jr/Sr High,603 N Walnut St,,47390,Union City,IN,Randolph,US,40.20398,-84.81449,education: k-12,,http://hs.resc.k12.in.us,(765) 964-4840,,False,approved,1,['Indiana College Core Certificate (ICC) program'],"{""Set goals"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to data"",""Supervise the activity"",""Supervise students""}",[' '],[''],0,,1,['Admissions'],7161,East,Indiana College Core
49e9b05f-84dd-4dcc-6745-4dcc9f4bfd5b,Randolph Southern School Corp: Randolph Southern Jr-Sr High Sch,2 Rebel Drive,,47355,Lynn,IN,Randolph,US,40.0525,-84.94184,education: k-12,,http://www.rssc.k12.in.us/index.php?option=com_content&view=article&id=29&Itemid=8,(765) 874-1181,,False,approved,1,['Indiana College Core Certificate (ICC) program'],"{""Set goals"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to data"",""Supervise the activity"",""Supervise students""}",[' '],[''],0,,1,['Admissions'],7121,East,Indiana College Core
ef24d868-4f8f-4662-5bdf-79b3ea8fc7bc,Richmond Community Schools: Richmond High School,380 Hub Etchison Pky,,47374,Richmond,IN,Wayne,US,39.82373,-84.901692,education: k-12,,http://www.rcs.k12.in.us/schools,(765) 973-3424,,False,approved,1,['Indiana College Core Certificate (ICC) program'],"{""Set goals"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to data"",""Supervise the activity"",""Supervise students""}",[' '],[''],0,,1,['Admissions'],8993,East,Indiana College Core
6ea991f1-bfab-40f1-5d64-b2b03d032332,Shenandoah School Corporation: Shenandoah High School,7354 W US 36,,47356,Middletown,IN,Henry,US,40.005424,-85.525633,education: k-12,,http://www.shenandoah.k12.in.us/education/school/school.php?sectionid=6&sc_id=1197550475,(765) 354-6640,,False,approved,1,['Indiana College Core Certificate (ICC) program'],"{""Set goals"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to data"",""Supervise the activity"",""Supervise students""}",[' '],[''],0,,1,['Admissions'],2817,East,Indiana College Core
38d9cd1f-151b-49e2-41e6-7760e2c1fa0e,Union School Corporation: Union Junior & High School,8707 W HWY US 36,,47358,Modoc,IN,Randolph,US,40.05,-85.13,education: k-12,,http://www.indls.k12.com/,(765) 204-2224,,False,approved,1,['Indiana College Core Certificate (ICC) program'],"{""Set goals"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Supervise the activity"",""Supervise students""}",[' '],[''],0,,1,['Admissions'],7119,East,Indiana College Core
a73bf28f-d6fb-4435-497c-ba1424864f21,Western Wayne Schools: Lincoln Sr High School,215 E Parkway Dr,,47327,Cambridge City,IN,Wayne,US,39.8163,-85.168115,education: k-12,,http://www.wwayne.k12.in.us,(765) 478-5916,,False,approved,1,['Indiana College Core Certificate (ICC) program'],"{""Set goals"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to data"",""Supervise the activity"",""Supervise students""}",[' '],[''],0,,1,['Admissions'],8961,East,Indiana College Core
