id,name,street,street2,zipcode,city,state,county,country,latitude,longitude,type,description,url,phone,email,archived,status,activityCnt,activityName,role,contactNames,contactEmails,sectionCnt,courses,unitCnt,unitNames,externalId,portal_name,programs
4f835e5b-7e9e-40ea-6ffd-452add1a379c,Archdiocese of Indianapolis: Our Lady Of Providence High School,707 Providence Way,,47129,Clarksville,IN,Clark,US,38.306933,-85.783023,education: k-12,,https://www.providencehigh.net/,(812) 945-2538,,False,approved,9,"['Advanced College Project: FREN-F 204', 'Advanced College Project: SPAN-S 200', 'Advanced College Project: ECON-E 201', 'Advanced College Project: BIOL-L 100', 'Advanced College Project: SPAN-S 250', 'Advanced College Project: FREN-F 203', 'Advanced College Project: SPAN-S 150', 'Advanced College Project: ECON-E 202', 'Advanced College Project: MATH-M 118']","{""Co-educate students"",""Evaluate or provide feedback on students' work""},{""Co-educate students"",""Evaluate or provide feedback on students' work""},{""Co-educate students"",""Evaluate or provide feedback on students' work""},{""Co-educate students"",""Evaluate or provide feedback on students' work""},{""Co-educate students"",""Evaluate or provide feedback on students' work""},{""Co-educate students"",""Evaluate or provide feedback on students' work""},{""Co-educate students"",""Evaluate or provide feedback on students' work""},{""Co-educate students"",""Evaluate or provide feedback on students' work""},{""Co-educate students"",""Evaluate or provide feedback on students' work""}","[' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']","['', '', '', '', '', '', '', '', '']",0,,5,"['Spanish', 'Mathematics', 'Biology', 'Spanish', 'French', 'Spanish', 'French', 'Economics', 'Economics']",A575,South East,Advanced College Project
c3ce5011-ef6e-4b56-6722-fe3d1453b373,Archdiocese of Indianapolis: Shawe Memorial High School,201 W State St,,47250,Madison,IN,Jefferson,US,38.758265,-85.388898,education: k-12,,http://popeaceschools.org/,(812) 273-2150,,False,approved,4,"['Advanced College Project: SPAN-S 200', 'Advanced College Project: SPAN-S 250', 'Advanced College Project: SPAN-S 150', 'Advanced College Project: POLS-Y 103']","{""Co-educate students"",""Evaluate or provide feedback on students' work""},{""Co-educate students"",""Evaluate or provide feedback on students' work""},{""Co-educate students"",""Evaluate or provide feedback on students' work""},{""Co-educate students"",""Evaluate or provide feedback on students' work""}","[' ', ' ', ' ', ' ']","['', '', '', '']",0,,2,"['Spanish', 'Spanish', 'Political Science', 'Spanish']",B505,South East,Advanced College Project
c1269ea3-1505-4fe2-40dc-02b8cb87569c,Clarksville Community School Corp: Clarksville Senior High School,800 Dr Dot Lewis Dr,,47129,Clarksville,IN,Clark,US,38.298627,-85.768002,education: k-12,,http://www.ccsc.k12.in.us/hs,(812) 282-8231,,False,approved,1,['Advanced College Project: CHEM-C 101/121'],"{""Co-educate students"",""Evaluate or provide feedback on students' work""}",[' '],[''],0,,1,['Chemistry'],0833,South East,Advanced College Project
e60ab73d-6683-4a4b-68c3-a873f0c1b09a,Crawford County Community Sch Corp: Crawford County High School,1130 S SR 66,,47140,Marengo,IN,Crawford,US,38.314345,-86.3546,education: k-12,,http://www.cccs.k12.in.us/,(812) 365-2125,,False,approved,2,"['Advanced College Project: ENG-W 131', 'Advanced College Project: ENG-L 202']","{""Co-educate students"",""Evaluate or provide feedback on students' work""},{""Co-educate students"",""Evaluate or provide feedback on students' work""}","[' ', ' ']","['', '']",0,,1,"['English', 'English']",1059,South East,Advanced College Project
ab8ff747-460b-4f1b-654b-b35914d44a1d,East Washington School Corp: Eastern High School,1100 N Eastern School Rd E-3,,47165,Pekin,IN,Washington,US,38.51398,-86.00346,education: k-12,,http://www.ewsc.k12.in.us/ehs,(812) 967-3931,,False,approved,1,['Advanced College Project: CHEM-C 101/121'],"{""Co-educate students"",""Evaluate or provide feedback on students' work""}",[' '],[''],0,,1,['Chemistry'],8905,South East,Advanced College Project
56289c79-af65-48df-4cf1-b256e410e961,Greater Clark County Schools: Charlestown Senior High School,1 Pirate Pl,,47111,Charlestown,IN,Clark,US,38.455743,-85.666827,education: k-12,,http://www.gcs.k12.in.us/chs/,(812) 256-3328,,False,approved,3,"['Advanced College Project: CHEM-C 101/121', 'Advanced College Project: EDUC-F 200', 'Advanced College Project: MATH-M 215']","{""Co-educate students"",""Evaluate or provide feedback on students' work""},{""Co-educate students"",""Evaluate or provide feedback on students' work""},{""Co-educate students"",""Evaluate or provide feedback on students' work""}","[' ', ' ', ' ']","['', '', '']",0,,3,"['Chemistry', 'School Of Education', 'Mathematics']",0821,South East,Advanced College Project
2fc4ba27-ac3f-471e-73c1-79eacef245ae,Greater Clark County Schools: Jeffersonville High School,2315 Allison Ln,,47130,Jeffersonville,IN,Clark,US,38.317678,-85.710838,education: k-12,,http://www.gcs.k12.in.us/jhs/,(812) 282-6601,,False,approved,7,"['Advanced College Project: GER-G 250', 'Advanced College Project: COMM-S 121', 'Advanced College Project: CHEM-C 101/121', 'Advanced College Project: GER-G 200', 'Advanced College Project: EDUC-F 200', 'Advanced College Project: GER-G 150', 'Advanced College Project: BIOL-L 100']","{""Co-educate students"",""Evaluate or provide feedback on students' work""},{""Co-educate students"",""Evaluate or provide feedback on students' work""},{""Co-educate students"",""Evaluate or provide feedback on students' work""},{""Co-educate students"",""Evaluate or provide feedback on students' work""},{""Co-educate students"",""Evaluate or provide feedback on students' work""},{""Co-educate students"",""Evaluate or provide feedback on students' work""},{""Co-educate students"",""Evaluate or provide feedback on students' work""}","[' ', ' ', ' ', ' ', ' ', ' ', ' ']","['', '', '', '', '', '', '']",0,,5,"['College of Arts And Sciences', 'Germanic Languages', 'Germanic Languages', 'Chemistry', 'Germanic Languages', 'School Of Education', 'Biology']",0849,South East,Advanced College Project
0f6786ee-7acd-46a7-5959-eb2b253b94e2,Indiana Gateway Digital Academy,200 Ettel Lane,,47129,Clarksville,IN,Clark,US,38.299558,-85.767107,education: k-12,,,,,False,approved,2,"['Advanced College Project: HIST-H 105', 'Advanced College Project: HIST-H 106']","{""Co-educate students"",""Evaluate or provide feedback on students' work""},{""Co-educate students"",""Evaluate or provide feedback on students' work""}","[' ', ' ']","['', '']",0,,1,"['History', 'History']",1007,South East,Advanced College Project
ab24e9f9-8095-406f-4b9b-91200efd544c,New Albany-Floyd Co Con Sch: Floyd Central High School,6575 Old Vincennes Rd,,47119,Floyd Knobs,IN,Floyd,US,38.333483,-85.93291,education: k-12,,http://fchs.nafcs.k12.in.us/,(812) 923-8811,,False,approved,1,['Advanced College Project: EDUC-F 200'],"{""Co-educate students"",""Evaluate or provide feedback on students' work""}",[' '],[''],0,,1,['School Of Education'],1930,South East,Advanced College Project
20508f52-36d5-4f5f-757a-5e8a84b6a762,New Albany-Floyd Co Con Sch: New Albany Senior High School,1020 Vincennes St,,47150,New Albany,IN,Floyd,US,38.29822,-85.81156,education: k-12,,http://nahs.nafcs.k12.in.us/,(812) 542-8506,,False,approved,2,"['Advanced College Project: CSCI-C 102', 'Advanced College Project: INFO-I 101']","{""Co-educate students"",""Evaluate or provide feedback on students' work""},{""Co-educate students"",""Evaluate or provide feedback on students' work""}","[' ', ' ']","['', '']",0,,1,"['Computer Science', 'Computer Science']",1925,South East,Advanced College Project
